-0.000000 0.000000
0.021080 -0.214028
0.094312 -0.474139
0.266137 -0.877338
0.754939 -1.822583
7.188025 -13.447848
-1.622335 2.427996
-0.738673 0.900076
-0.292516 0.292516
0.393132 -0.322635
4.734031 -3.163178
-3.640055 1.945650
-2.022631 0.837801
-1.622380 0.492144
-1.455028 0.289423
-1.379427 0.135862
-1.357221 0.000000
-1.379427 -0.135862
-1.455028 -0.289423
-1.622380 -0.492144
-2.022631 -0.837801
-3.640055 -1.945650
4.734031 3.163178
0.393132 0.322635
-0.292516 -0.292516
-0.738673 -0.900076
-1.622335 -2.427996
7.188025 13.447848
0.754939 1.822583
0.266137 0.877338
0.094312 0.474139
0.021080 0.214028
